permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA194683,FORMER NORTHERN AUTO BODY,9235  PERRY HWY,PITTSBURGH,15237,1250,19795,902,REMOVE EXTERIOR GARAGE DOOR CAULKING & ROOFING,2602,f,2019-10-09,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.5744244,-80.0375337
PAA194695,GIANT EAGLE WAREHOUSE,90  36TH ST,PITTSBURGH,15201,1250,406567,929,SEE ATTACHED,3875,t,2019-10-16,2019-11-30,2,t,f,2019-11-30,DEMOLITION,40.466598,-79.9686226
PAA194707,,2311  LAWNDALE AVE,MCKEESPORT,15132,350,19858,902,REMOVE ASBESTOS CONTAINING DCEBRIS FROM ENTIER BUILDING,2808,f,2019-10-29,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.3491049,-79.8486729
PAA194708,,2910  STEWART ST,MCKEESPORT,15132,350,19859,902,ESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2118,f,2019-10-29,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.3427803,-79.8430122
PAA194709,415-417 VANKIRK ALLEY,415  VAN KIRK ALY,MCKEESPORT,15132,350,19860,902,ESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2808,f,2019-10-29,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.3451372,-79.8619927
PAA194710,,1133  WALNUT ST,MCKEESPORT,15132,350,19861,902,REMOVE ASBESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,3944,f,2019-10-29,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.3436915,-79.8631173
PAA194721,VACANT RESIDENCE,618  BETTIS RD,WEST MIFFLIN,15122,0,0,938,REMOVE YELLOW AND BROWN FLOOR TILE IN KITCHEN AND DUCT WRAP IN BASEMENT AND 4 RUNS OF DUCTWRAP IN BASEMENT & ON SECOND FLOOR,266,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.359562,-79.8832984
PAA194722,VACANT RESIDENCE,612  EASTMAN ST,WEST MIFFLIN,15122,0,0,938,REMOVE BROWN AND GREEN FLOOR TILE/MASTIC FROM BASEMENT WASHROOM & MASTIC FROM BASEMENT,435,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3834613,-79.8774366
PAA194724,202/204 15TH STREET,202  15TH ST,PITTSBURGH,15215,450,360,916,REMOVE WINDOW CAULKING THROUGHOUT BUILDING AND FLOOR TILE FROM ROOM 204 ON THE FIRST FLOOR,650,f,2019-11-05,2020-11-01,2,f,f,2020-11-01,DEMOLITION,40.4953179,-79.9262735
PAA194734,NIOSH BUILDING 44 - 626 COCHRANS MILL ROAD,,PITTSBURGH,15236,1250,10713,925,REMOVE PIPE WRAP IN MEN'S AND WOMEN'S RESTROOMS AND FLOOR TILE AND MASTIC FROM ROOMS 100A THROUGH 109 AND ROOMS 117 THROUGH 120,3710,f,2019-11-18,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.3380768,-79.9789606
UND180199,VERIZON,306  LARGE AVE,CLAIRTON,15025,0,0,928,REMOVE FLOOR TILE UNDER EQUIPMENT AND TSI PIPE INSULATION BY REAR DOOR IN BASEMENT,75,t,2018-11-28,2019-11-27,2,f,f,2019-11-27,RENOVATION,40.2939062,-79.8820517
UND180200,ST. MATTHEWS CHURCH - 156 SOUTH 19TH STREET,,PITTSBURGH,15203,0,0,921,REMOVE BOILER ROPE INSULATION IN BASEMENT,5,f,2018-11-28,2019-11-27,2,f,f,2019-11-27,RENOVATION,40.4293034,-79.9724245
UND180211,RESIDENCE,155 DARLINGTON LN,SEWICKLEY,15143,0,0,921,REMOVE DUCT INSULATION FROM BASEMENT,60,f,2018-12-20,2019-12-19,2,f,f,2019-12-19,RENOVATION,40.554234,-80.161192
UND190005,UPMC PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,0,,901,REMOVE AIRCEL PIPING IN THE CCU ON THE 10TH FLOOR,1,f,2019-01-11,2019-12-11,2,f,f,2019-12-11,RENOVATION,40.4425606,-79.9609827
UND190013,RESIDENCE,560  DORSEYVILLE RD,PITTSBURGH,15238,0,,921,REMOVE EXTERIOR BOILER INSULATION IN BASEMENT,80,f,2019-02-07,2020-02-06,2,f,f,2020-02-06,RENOVATION,40.531848,-79.9138699
UND190018,2528 SMALLMAN STREET,,PITTSBURGH,15222,0,,905,REMOVE WINDOW GLAZING FROM TWO WINDOWS IN ALLEY,2,f,2019-02-14,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4475255,-79.9933976
UND190105,VACANT COMMERCIAL PROPERTY,3700  BUTLER ST,PITTSBURGH,15201,0,0,910,REMOVE GRAY TAR ON ROOF,90,f,2019-06-03,2020-06-02,2,f,f,2020-06-02,RENOVATION,40.4662502,-79.9644501
UND190163,RESIDENCE,1121  MORRISON ST,PITTSBURGH,15212,0,0,931,REMOVE EXTERIOR FRONT WINDOW CAULKING,120,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4597803,-80.0236602
UND190164,RESIDENCE,1002  KIRKBRIDE ST,PITTSBURGH,15212,0,0,931,REMOVE FRONT EXTERIOR WINDOW & DOOR FRAME CAULKING,130,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4597014,-80.0217918
UND190171,1009/1011 MORRISON STREET,1009  MORRISON ST,PITTSBURGH,15212,0,0,931,"REMOVE ROOF CAULKING ALONE 2 CHIMNEYS, REAR FAÇADE STONE & REAR HISTORIC DOWNSPOUT",25,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.460123,-80.0221002
UND190190,HUNTINGTON BANK OFFICE 4TH FLOOR GRANT BUILDING,310  GRANT ST,PITTSBURGH,15219,0,0,905,REMOVE PIPE INSULATION IN 4TH FLOOR WOMEN'S ROOM CEILING,30,t,2019-09-10,2019-12-31,8,f,f,2019-12-31,RENOVATION,40.4376887,-79.9976353
UND190191,STEPPING STONES CHILDREN'S CENTER,712 WARRENDALE RD,RICHLAND,15044,0,0,902,REMOVE HALLWAY PIPE INSULATION,6,t,2019-09-16,2019-11-22,8,f,f,2019-11-22,RENOVATION,40.6585979,-80.0120549
UND190200,ALLEGHENY CENTER ALLIANCE CHURCH,250 E OHIO ST,PITTSBURGH,15212,0,0,902,"REMOVE TANK, PIPE & FITTING INSULATION IN BOILER ROOM",82,t,2019-09-26,2019-11-29,2,f,f,2019-11-29,RENOVATION,40.4533665,-80.0030653
UND190201,KETTLER HALL - 9000 BABCOCK BOULEVARD,,HAMPTON,15101,0,0,902,REMOVE BOULER GASKET FROM BOILER ROOM,80,t,2019-10-04,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.5913143,-79.9475287
UND190203,THE CHILDREN'S INSTITUTE,1405  SHADY AVE,PITTSBURGH,15217,0,0,902,REMOVE ROOF FLASHING,100,t,2019-10-01,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4435198,-79.9195228
UND190205,PLANNED PARENTHOOD OF WESTERN PA,933  LIBERTY AVE,PITTSBURGH,15222,0,0,905,REMOVE FLOOR TILE IN FIRST FLOOR MEN'S ROOM,60,t,2019-10-04,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4434702,-79.9968271
UND190208,RESIDENTIAL PROJECT,1526  BRIGHTON RD,PITTSBURGH,15212,0,0,931,REMOVE 2ND FLOOR BATHROOM SHEET FLOORING,50,f,2019-08-23,2020-08-23,2,f,f,2020-08-23,RENOVATION,40.4576537,-80.0156571
UND190214,WALDEN ADULT DAYCARE,1225 LEWIS AVE,CORAOPOLIS,15108,0,0,902,REMOVE PIPE INSULATION IN CRAWLSPACE,130,t,2019-10-18,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.5047261,-80.1424658
UND190215,CARLOW UNIVERSITY - ST JOSEPH HALL,3333  5TH AVE,PITTSBURGH,15213,0,0,903,REMOVE WINDOW GLAZING 3 LEVELS VARIOUS BROKEN WINDOWS TO BE REPLACED,86,t,2019-10-22,2019-12-30,2,f,f,2019-12-30,RENOVATION,40.4389338,-79.9631161
UND190217,RESIDENCE,19  HIGH ST,ETNA,15223,0,0,902,REMOVE BOILER & PIPE INSULATION FROM BASEMENT,35,t,2019-10-14,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.497627,-79.9449929
UND190219,RESIDENCE,5272  ADOBE DR,PITTSBURGH,15236,0,0,902,REMOVE FLOOR TILE AND MASTIC FROM BASEMENT FAMILY/BAR ROOM,480,t,2019-10-21,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.3401874,-79.9883077
UND190221,RESIDENCE,5746  AYLESBORO AVE,PITTSBURGH,15217,0,0,902,REMOVE TAYLOR BURNERS IN VARIOUS ROOMS THROUGHOUT BUILDING,36,t,2019-10-21,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4394854,-79.9235115
UND190222,VACANT COMMERCIAL BUILDING,3536  BUTLER ST,PITTSBURGH,15201,0,0,902,REMOVE ROOF TAR FROM PARAPET WALL CAPS AND SEAMS,15,f,2019-11-01,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.464891,-79.965315
UND190223,MEDIC TEN,2800 SHADELAND AVE,PITTSBURGH,15212,0,0,911,REMOVE ROOF FLASHING,153,t,2019-11-04,2019-11-30,2,f,f,2019-11-30,RENOVATION,40.4699218,-80.0301175
UND190224,RESIDENCE,5710  ELGIN ST,PITTSBURGH,15206,0,0,902,REMOVE THIRD FLOOR FLOOR TILE,882,t,2019-11-01,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4768557,-79.9209358
UND190225,RESIDENCE - 52 HAWTHORNE AVENUE,,PITTSBURGH,15206,0,0,902,REMOVE BASEMENT DUCT TAPE,100,t,2019-10-28,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4720642,-79.9136731
UND190226,VACANT WAREHOUSE,2400 SMALLMAN ST,PITTSBURGH,15222,0,0,931,REMOVE 2ND FLOOR STAIRWELL FLOOR TILE & MASTIC,80,f,2019-11-06,2020-01-17,2,f,f,2020-01-17,RENOVATION,40.4540188,-79.9812264
UND190228,RESIDENCE,601  WEST DR,SEWICKLEY,15143,0,0,902,REMOVE DUCT WRAP IN TWO FUTURE 2ND FLOOR BATHROOM AREAS,20,t,2019-11-06,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.548448,-80.1871796
